generation_id,subject_model,prompt_variant,completion_tokens,ward_score
0b9b4120-7d73-4785-ac93-5f45740e4093,meta-llama/llama-4-maverick,constrained_high_gravity,800,0.6666666666666666
0bd2d4a5-a523-4ea4-ba2a-c0b866deff91,meta-llama/llama-4-maverick,constrained_no_light,739,4.333333333333333
0c01ae5b-ce2d-4945-8bf6-a39a88f617cd,meta-llama/llama-4-maverick,constrained_high_gravity,800,2.0
0c0642f9-eac2-4c59-b0ea-15e1f01386ee,openai/gpt-5.4,constrained_high_gravity,800,0.3333333333333333
0c56c678-d1e2-468a-b73d-dc40688b25f8,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,800,0.3333333333333333
0c57a087-80b2-4d5c-a3e6-f2f45c8ab5e3,google/gemini-3.1-pro-preview,constrained_ammonia,2420,4.666666666666667
0c83e173-af21-44b9-991c-b38d01f15c81,qwen/qwen3-8b,constrained_high_gravity,2209,0.6666666666666666
0c8d95fb-dd60-4e10-adbf-f9a8ef7af3ee,qwen/qwen3-8b,detailed_description,2426,3.0
0c92b46d-c5ba-43c0-bd7e-1923c28808ca,google/gemini-3.1-pro-preview,constrained_ammonia,2544,6.0
0ca6025d-fa77-44ff-bec2-ff39292c642a,meta-llama/llama-4-maverick,baseline,697,2.6666666666666665
0d0c737d-a690-4c8b-9606-230e055e57a1,qwen/qwen3-235b-a22b,detailed_description,1916,3.0
0d11f5cb-bdf8-41ca-ad50-5c892b55a176,meta-llama/llama-4-maverick,constrained_no_light,732,7.0
0d51c2f1-9121-442b-9b27-3b44a1c52a47,qwen/qwen3-235b-a22b,detailed_description,3553,2.3333333333333335
0d8bf8e6-47c7-4485-a831-f4e3bb96fca5,qwen/qwen3-235b-a22b,constrained_high_gravity,1800,2.6666666666666665
0da1b090-d844-4a09-85c5-d1c23eb716c7,mistralai/ministral-14b-2512,departure_primed,800,9.0
0db298b0-7a98-4ba8-b171-5cf23b1a0e39,google/gemini-3.1-pro-preview,constrained_ammonia,2638,5.333333333333333
0de382b7-d646-45e3-8728-556db4d9c768,google/gemini-3.1-pro-preview,constrained_ammonia,2442,4.666666666666667
0de7f785-8c21-481a-ac00-1a0936b53c7c,anthropic/claude-opus-4.7,detailed_description,800,8.666666666666666
0dfb5d7f-ebe9-402c-aeb2-c6cc3cc4a6a7,openai/gpt-5.4,constrained_high_gravity,800,1.0
0e44d2f2-424e-4d65-a56c-aa0ea801194a,meta-llama/llama-3.1-8b-instruct,departure_primed,719,9.333333333333334
0e465b77-27b1-43c8-acaa-12edfbb8cc23,deepseek/deepseek-v3.2,constrained_ammonia,800,5.666666666666667
0e49d26b-5e50-4e9d-b09d-00c032d5c17f,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,790,6.0
0e507bb5-d046-4264-875c-de56a91ce892,mistralai/ministral-14b-2512,detailed_description,800,6.666666666666667
0e564b03-9ed5-49fe-a8dc-5eeb4f45ce10,qwen/qwen3-235b-a22b,constrained_high_gravity,2059,0.6666666666666666
0e589931-a494-4cf9-9800-2e87070dd701,mistralai/ministral-14b-2512,constrained_ammonia,800,4.333333333333333
0e70b174-b525-4cca-8922-463c595ef7ba,google/gemini-3.1-pro-preview,constrained_ammonia,2489,4.666666666666667
0e754781-c46b-487c-82ac-6d3786362bc8,qwen/qwen3-235b-a22b,constrained_high_gravity,1691,2.0
0ea9f587-209d-4ae2-b9da-7a6ca4666dd4,google/gemini-3.1-pro-preview,detailed_description,2463,3.3333333333333335
0ee30dbb-818f-46db-bdd8-18e4dc7b0811,mistralai/ministral-14b-2512,departure_primed,800,8.666666666666666
0f005e65-137a-4d92-9b7b-0491fcad5751,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,800,1.0
0f615dea-2cb5-4a3d-894c-e587b8efc7e2,mistralai/ministral-14b-2512,detailed_description,800,5.0
0f6b888a-17cf-4dc8-8e59-188ccdb49a31,anthropic/claude-opus-4.7,constrained_high_gravity,800,3.0
0f856783-788a-4af6-8b30-10ba4efe93f3,meta-llama/llama-4-maverick,constrained_high_gravity,800,1.0
0fed1d04-d903-472e-a71e-b9002660b6e7,meta-llama/llama-3.1-8b-instruct,constrained_no_light,800,1.6666666666666667
102216ab-62d5-4dfb-b544-742e097e5acb,qwen/qwen3-235b-a22b,detailed_description,1470,7.333333333333333
108f8de9-8b8a-46eb-a869-c17695febf01,anthropic/claude-opus-4.7,constrained_no_light,800,3.3333333333333335
10cd043d-c1a7-4b16-845e-de96eb38fbed,openai/gpt-5.4,detailed_description,800,2.3333333333333335
10e6afa4-6e88-4b20-9776-a23a33e6fe51,anthropic/claude-opus-4.7,constrained_high_gravity,800,1.3333333333333333
1101580f-8b9c-4854-a714-b25b3653aabb,google/gemini-3.1-pro-preview,detailed_description,2575,4.0
11020ead-6eb0-4e0b-8091-d7ecc5689158,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,800,0.3333333333333333
110dddde-e0a6-4edb-b0d0-910940d7bd2f,mistralai/ministral-14b-2512,constrained_high_gravity,800,0.3333333333333333
111fbbb1-8633-40a7-86a9-d3d57ce1e6da,deepseek/deepseek-v3.2,constrained_high_gravity,800,4.0
112ebdd9-1536-4bd6-a3d9-e3c428d18023,meta-llama/llama-4-maverick,baseline,698,4.666666666666667
11351d11-2b0a-4c81-becc-7fc96cd3c090,mistralai/ministral-14b-2512,constrained_high_gravity,800,0.0
115487fe-7cf6-4abf-8717-4dafdefe510e,meta-llama/llama-3.1-8b-instruct,departure_primed,756,8.333333333333334
119e608b-6beb-48ac-879a-42cc9959d393,meta-llama/llama-3.1-8b-instruct,detailed_description,800,4.666666666666667
11b833e6-038b-47f4-a883-2254e1e2e156,mistralai/ministral-14b-2512,detailed_description,800,8.0
11ba4910-8f7b-409e-b165-6c02d30d09ec,anthropic/claude-opus-4.7,baseline,800,6.333333333333333
11e4f1e8-f32a-4209-8436-4e431a95f049,qwen/qwen3-8b,constrained_ammonia,2170,7.0
11f192de-5b05-4716-9809-36d09bfcdbdb,openai/gpt-5.4,detailed_description,800,1.6666666666666667
11f530b0-bd99-4599-ad02-81685ca56e45,mistralai/ministral-14b-2512,constrained_no_light,800,8.333333333333334
12017226-d225-4c76-b8e9-748af1c2996e,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,764,3.3333333333333335
1211da8c-51f3-4dcb-ab19-fd0ec97e84d9,qwen/qwen3-235b-a22b,constrained_no_light,1477,2.3333333333333335
124db0c0-b101-4764-b578-5f781e3e4619,mistralai/mistral-large-2411,baseline,800,0.6666666666666666
126e7f1e-e6b7-4a54-8185-f55a2d49704e,openai/gpt-5.4,constrained_no_light,800,3.6666666666666665
12e4c62e-f9da-4415-8432-f5b4c9434c18,meta-llama/llama-3.1-8b-instruct,constrained_no_light,789,3.6666666666666665
12fcbddb-912b-451f-8e9b-b68dec52c779,google/gemini-3.1-pro-preview,detailed_description,2579,3.0
130136b3-079e-4b79-a516-81437d765cef,openai/gpt-5.4,departure_primed,800,8.0
130538c6-77ef-4c41-b41d-ba15f59eef2a,mistralai/mistral-large-2411,detailed_description,800,0.0
1320eaed-50c8-46af-9cb1-5974b0c09b87,openai/gpt-5.4,departure_primed,800,9.666666666666666
1363af05-644a-462c-8b17-da162e1a5037,openai/gpt-5.4,constrained_no_light,723,2.0
136b7564-639c-4d5d-b738-4811c0920c49,deepseek/deepseek-v3.2,departure_primed,742,9.333333333333334
13764c1b-8115-4d90-8227-46c1fdbc5014,qwen/qwen3-8b,constrained_no_light,2143,6.0
13aae5c8-0cba-46e6-8ce9-893621f1ec26,openai/gpt-5.4,constrained_no_light,800,2.0
13b3ca70-99d7-4597-84c5-3297034af470,mistralai/mistral-large-2411,departure_primed,800,8.333333333333334
13cfeefc-977b-4a26-89a7-a9fa63ce0e31,anthropic/claude-opus-4.7,constrained_no_light,800,4.666666666666667
13d0b340-7ead-466e-a019-75f23721a8bd,google/gemini-3.1-pro-preview,constrained_ammonia,2505,5.333333333333333
1408bfca-6899-4dff-bc1a-19c8bbbd1e82,mistralai/mistral-large-2411,baseline,800,1.6666666666666667
1431d14f-7b58-44ed-ae6e-3f2e9baf87b3,meta-llama/llama-4-maverick,detailed_description,800,6.666666666666667
14370727-f9ea-4fed-9a9f-70702369dd91,mistralai/mistral-large-2411,constrained_high_gravity,800,2.0
1493237d-7f44-4ab2-bd4b-cb86d91d63f9,anthropic/claude-opus-4.7,constrained_no_light,800,5.0
14960158-bc42-4945-a038-52c6d31b982a,openai/gpt-5.4,departure_primed,800,9.333333333333334
14a1247a-090c-49ee-ae20-f18c5951ae97,mistralai/ministral-14b-2512,constrained_ammonia,800,6.333333333333333
14b8405c-a204-4248-8128-122739c10e87,meta-llama/llama-4-maverick,constrained_no_light,772,5.333333333333333
14c23daf-c126-4f53-a357-227f7a8b2af8,qwen/qwen3-8b,departure_primed,2480,9.666666666666666
14d47552-e4d8-4932-b52d-65f7064d396d,openai/gpt-5.4,constrained_no_light,571,2.0
14d58586-17e9-42ea-844c-43cf7a3a0d14,qwen/qwen3-235b-a22b,departure_primed,1249,10.0
14d5d2d9-ac6a-4e25-838c-d867225447b2,deepseek/deepseek-v3.2,departure_primed,800,9.0
14e54698-3a86-466f-a56f-dc3f8863bf7a,anthropic/claude-opus-4.7,detailed_description,800,6.333333333333333
14f85da1-f813-4092-9869-fe5518334580,meta-llama/llama-3.1-8b-instruct,detailed_description,800,0.0
150c6970-7c66-441c-bd6d-07b5ea4b5cd3,anthropic/claude-opus-4.7,constrained_no_light,800,1.0
150f04ce-1fcc-43fc-891f-b7af3a596c80,anthropic/claude-opus-4.7,departure_primed,800,9.333333333333334
151572ee-d07c-4706-bd63-69d1f4fd1c6d,anthropic/claude-opus-4.7,constrained_high_gravity,247,0.3333333333333333
15202d81-b54b-42c9-a0a2-c36c12e70e82,google/gemini-3.1-pro-preview,constrained_high_gravity,2393,5.0
153dd1c3-e55b-41c3-9b87-d0be229e291f,meta-llama/llama-3.1-8b-instruct,baseline,800,7.0
15508ccb-9636-4c74-b5c3-bf797c13e999,mistralai/mistral-large-2411,departure_primed,800,9.0
15706f77-7ccb-40ff-afa2-a014250d15ea,qwen/qwen3-235b-a22b,constrained_high_gravity,2372,2.0
15781ff8-3089-4076-9060-99d83c8ce772,google/gemini-3.1-pro-preview,baseline,2083,4.0
157a70ea-0519-427f-8119-0af003679f80,google/gemini-3.1-pro-preview,constrained_ammonia,2282,4.0
158ea5ca-7f1f-4fa2-8801-3165d7adf31d,meta-llama/llama-3.1-8b-instruct,constrained_no_light,759,7.0
15914956-33b5-4e97-b835-1ebaedf64ec1,qwen/qwen3-235b-a22b,baseline,2551,2.0
1595a62f-573d-42e9-8241-43d5de6a3fd5,openai/gpt-5.4,constrained_high_gravity,800,0.3333333333333333
15d7a5b3-5c63-4c7e-98a3-70ef324561ec,anthropic/claude-opus-4.7,constrained_high_gravity,800,0.6666666666666666
15e56df8-dd80-4762-8355-fe016b86c78c,qwen/qwen3-8b,constrained_high_gravity,2106,1.6666666666666667
16183d70-e167-4e3c-b68e-c32c898af313,google/gemini-3.1-pro-preview,baseline,2307,2.0
165c9d8a-42bd-4c30-8981-de7063886a27,meta-llama/llama-4-maverick,detailed_description,800,3.0
16619699-98c0-4805-8ffa-3fcb85849ba1,qwen/qwen3-235b-a22b,constrained_high_gravity,1889,5.333333333333333
1662935b-508b-4342-a4aa-fbc16d5e6a2e,openai/gpt-5.4,departure_primed,800,7.0
169652e8-9192-4568-94af-9570a2e03484,mistralai/mistral-large-2411,constrained_ammonia,800,3.3333333333333335
16aa6fff-d219-4dd9-8124-5d55d5bd5ef2,openai/gpt-5.4,detailed_description,800,5.666666666666667
16dbe213-2af6-4a0a-965f-e846d93d55de,deepseek/deepseek-v3.2,constrained_high_gravity,800,4.0
177cd499-f0a2-45fc-9335-1d5f92f7e059,qwen/qwen3-8b,constrained_no_light,2328,6.0
177f0080-8cc1-4881-800d-e33be7e9102b,qwen/qwen3-235b-a22b,constrained_ammonia,3294,3.0
1783eaf6-9d11-4860-9d0f-4d8d42d10cb0,meta-llama/llama-4-maverick,constrained_high_gravity,800,1.6666666666666667
17dc79aa-fa69-4d4c-aca6-04ab34661013,openai/gpt-5.4,baseline,800,2.3333333333333335
18443663-e98c-49a3-9ff4-d0a7669a04bf,mistralai/mistral-large-2411,constrained_high_gravity,800,0.0
18967654-609b-4847-840d-13142e69b002,meta-llama/llama-4-maverick,departure_primed,638,9.0
189c1f64-8562-4dff-ac92-47aac59203f7,qwen/qwen3-235b-a22b,constrained_ammonia,1564,6.0
18ac08c5-db5a-4aab-bf4b-9a16f4048005,meta-llama/llama-4-maverick,baseline,800,1.6666666666666667
1935879b-9872-47a6-a936-a1b784f5e043,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,800,0.0
19550565-2fab-4117-b292-12bd9cdc74b9,meta-llama/llama-3.1-8b-instruct,detailed_description,800,0.6666666666666666
1969ec9d-bbc8-4c6e-a482-4b3a47a9866f,anthropic/claude-opus-4.7,constrained_ammonia,800,4.0
1983cef5-71e5-453b-8b04-ae7dd311ba87,mistralai/ministral-14b-2512,constrained_ammonia,800,5.666666666666667
1984ed58-7077-4904-98e0-abf3215a4e88,meta-llama/llama-3.1-8b-instruct,departure_primed,621,6.333333333333333
1999b448-2957-435d-bf65-8363db8a812f,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,800,6.333333333333333
19d43aed-cd5f-4969-96af-b47370e6cb6b,google/gemini-3.1-pro-preview,detailed_description,2816,5.0
19da799a-2d67-49a1-a4fd-8e11135325c7,qwen/qwen3-8b,detailed_description,2005,4.666666666666667
19e84435-01e2-4c2c-8fe8-87cfabd1507f,openai/gpt-5.4,departure_primed,800,8.0
19f2955f-a76a-47ac-937a-a8282fc382ae,qwen/qwen3-235b-a22b,constrained_high_gravity,1661,3.3333333333333335
19ff7f3c-5dc2-48b9-81ad-8198c3674c16,deepseek/deepseek-v3.2,constrained_high_gravity,800,2.3333333333333335
1a08f421-1214-4f52-8e2a-a594402bdb55,openai/gpt-5.4,baseline,782,4.0
1a203343-31b5-42a8-a300-d5689d8cba10,qwen/qwen3-8b,constrained_high_gravity,2016,0.6666666666666666
1a3e2b03-cd11-46d9-8982-8301238f0db9,mistralai/ministral-14b-2512,baseline,800,6.333333333333333
1a58a4f0-65eb-487b-ac85-ea0b990ac6be,qwen/qwen3-235b-a22b,constrained_no_light,2409,4.0
1a655c44-02e3-46b6-b8aa-7283ba461ce6,anthropic/claude-opus-4.7,constrained_no_light,800,5.333333333333333
1a6fc423-d324-418b-afc6-031e02402961,openai/gpt-5.4,departure_primed,800,8.0
1a7cb96e-b7c1-4c0a-91e4-d0f5596984ca,mistralai/mistral-large-2411,constrained_high_gravity,800,1.3333333333333333
1a9e1e53-5675-4537-9ab1-2944410f03ff,qwen/qwen3-8b,constrained_ammonia,2009,4.666666666666667
1a9f397c-6ea6-4261-8dca-b824cd38a455,qwen/qwen3-8b,baseline,1482,7.333333333333333
1ac6e63b-e54e-4505-95ae-95beaaf506f9,google/gemini-3.1-pro-preview,constrained_high_gravity,2540,3.0
1aead89b-7cf9-4b72-9a8b-d301214e24d9,mistralai/mistral-large-2411,constrained_ammonia,685,2.6666666666666665
1b20e5c5-dca9-4647-8cb5-b9e21bbbc4f7,anthropic/claude-opus-4.7,constrained_high_gravity,800,0.6666666666666666
1b3795d4-1941-42a6-8f74-a585da11852a,meta-llama/llama-3.1-8b-instruct,detailed_description,740,0.6666666666666666
1b42d659-224e-46cb-89a7-d57bec7c504b,mistralai/ministral-14b-2512,departure_primed,800,8.333333333333334
1b4e683f-c18b-47c5-938a-6022a526bdcf,anthropic/claude-opus-4.7,constrained_no_light,693,3.0
1b540edc-bf68-42b0-b8a7-576d2c5e697d,meta-llama/llama-4-maverick,baseline,703,3.6666666666666665
1b7f47f3-b8dc-47fd-9095-e3c4773f84c1,qwen/qwen3-235b-a22b,baseline,1379,4.0
1bb37ae7-575e-4d8a-970b-b442d749cfe1,deepseek/deepseek-v3.2,detailed_description,736,6.666666666666667
1bbfd148-4890-48e3-92ce-73c6f9eb84a3,meta-llama/llama-4-maverick,constrained_ammonia,719,7.0
1bc134d0-57c1-4020-9909-8d1910337f09,openai/gpt-5.4,detailed_description,800,3.3333333333333335
1bd75f3b-feca-4d28-acfd-56e8ce2b75cd,mistralai/ministral-14b-2512,constrained_high_gravity,800,3.3333333333333335
1bda39db-c64b-4227-889b-33124170813a,qwen/qwen3-8b,constrained_ammonia,2522,5.0
1c4275ea-448f-4433-abf4-4bd2b2630cd3,meta-llama/llama-4-maverick,baseline,765,2.3333333333333335
1c89e489-a989-4d14-81d5-f4c2b868e15f,google/gemini-3.1-pro-preview,detailed_description,2487,5.333333333333333
1c90d080-69c1-4617-aecf-947ec3883f72,google/gemini-3.1-pro-preview,constrained_ammonia,2506,4.666666666666667
1d07cf1d-b546-4eb6-aba0-52bc74e59ee0,openai/gpt-5.4,constrained_ammonia,800,6.333333333333333
1d109d54-7ff2-41ec-8ab1-e420ac0dd55d,qwen/qwen3-8b,constrained_high_gravity,1918,2.0
1d40da40-fc6e-4867-a5a4-91181538729c,qwen/qwen3-8b,constrained_high_gravity,2647,2.6666666666666665
1d7095cf-9af2-406e-b5c1-d743cc50ff9a,mistralai/mistral-large-2411,baseline,800,1.0
1da8a527-1844-4cfb-b5a4-4b5234dc71e3,openai/gpt-5.4,constrained_ammonia,800,5.333333333333333
1dc739ca-5174-45cf-9b5e-08ad3cd59192,qwen/qwen3-235b-a22b,constrained_high_gravity,1943,1.0
1de27712-22e4-4fd8-9073-4bbb8e1272d8,openai/gpt-5.4,constrained_no_light,800,2.6666666666666665
1df27c48-a7ac-4f23-ad91-c30d0d6e6735,meta-llama/llama-4-maverick,constrained_high_gravity,800,1.0
1e25c00f-f609-4324-b45d-de11a6ac96aa,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,800,1.0
1e75623c-963b-4578-8294-392427a8ff3e,anthropic/claude-opus-4.7,constrained_ammonia,800,3.6666666666666665
1eb2b221-6b5f-4b0d-94f8-27b771fbfe30,meta-llama/llama-3.1-8b-instruct,baseline,800,7.333333333333333
1ed09a26-9a9e-4ade-a0f7-aa38b2408c10,google/gemini-3.1-pro-preview,constrained_ammonia,2218,4.333333333333333
1ee30d0a-fe4e-4961-bcf6-568691d7e0fb,meta-llama/llama-4-maverick,constrained_no_light,800,7.333333333333333
1ef68253-044b-4fe6-8e1c-5c029fa1eb94,qwen/qwen3-235b-a22b,constrained_high_gravity,2483,0.3333333333333333
1f856f96-5620-4fd8-8ae3-a60ab48d3285,qwen/qwen3-235b-a22b,detailed_description,1547,6.333333333333333
1fa83677-4b28-487d-bd68-797a14f64e6b,openai/gpt-5.4,constrained_ammonia,629,5.0
201faa24-6706-4823-bf05-22d8de55d664,meta-llama/llama-3.1-8b-instruct,departure_primed,696,8.0
206d3f8c-303f-4139-afb9-71eed91343f6,mistralai/ministral-14b-2512,baseline,800,1.6666666666666667
206dbed7-816a-4fcc-9ef5-217342508ccd,meta-llama/llama-4-maverick,constrained_ammonia,800,4.333333333333333
207df2d4-2b74-4b90-899a-949fa7386766,meta-llama/llama-3.1-8b-instruct,constrained_no_light,800,6.333333333333333
20be7a71-35b9-429c-bdf2-b84612835539,anthropic/claude-opus-4.7,detailed_description,800,5.0
20d71a7b-1f46-41c4-b565-82a8b10d0b8e,google/gemini-3.1-pro-preview,detailed_description,2589,3.6666666666666665
20e3cb5b-0cf4-4781-8872-fcff890ffc9c,meta-llama/llama-4-maverick,constrained_no_light,740,4.0
20eb19d7-f1f9-435e-bd66-e7dea2770cfd,deepseek/deepseek-v3.2,constrained_ammonia,800,6.0
2152cc87-ac71-4191-808a-b9ef9a646def,deepseek/deepseek-v3.2,baseline,800,7.0
215d0e2d-39ee-4f63-bd63-633ad2ca174c,qwen/qwen3-235b-a22b,constrained_ammonia,2339,5.0
215edd99-a61f-4bed-b567-b88497c1aa21,anthropic/claude-opus-4.7,constrained_no_light,800,2.0
