generation_id,subject_model,prompt_variant,ward_score,completion_tokens,ward_per_100
03424b2f-16d6-4707-8e54-e4b894c0ac90,qwen/qwen3-235b-a22b,departure_primed,8.666666666666666,1629,0.5320237364436259
0376096e-0ef2-436f-810e-22861cf80821,qwen/qwen3-235b-a22b,baseline,5.666666666666667,1653,0.3428110506150434
037a7422-cc3d-49b3-bb57-094a5df998ff,mistralai/ministral-14b-2512,constrained_no_light,2.6666666666666665,800,0.3333333333333333
03ca4608-1928-4736-99dd-fbc8decde3d9,qwen/qwen3-235b-a22b,constrained_no_light,2.3333333333333335,2164,0.10782501540357364
03ce2abd-7f2c-4c38-bdd0-741f4aedcb33,mistralai/mistral-large-2411,baseline,0.0,800,0.0
03ddfbe6-ac19-428a-b014-4a44d654baad,mistralai/ministral-14b-2512,departure_primed,7.666666666666667,800,0.9583333333333335
04570284-899e-49f0-a01f-d7b46ca03844,mistralai/mistral-large-2411,detailed_description,1.0,800,0.125
046be380-5138-4679-877e-3879a30529c4,qwen/qwen3-235b-a22b,constrained_no_light,2.3333333333333335,2536,0.09200841219768664
04af5aa5-2332-44c7-a5fa-c3f7e1c67383,qwen/qwen3-235b-a22b,baseline,3.6666666666666665,3269,0.11216478025899868
04b8eb0a-6e79-4ce7-913e-3bdbd251f4af,mistralai/ministral-14b-2512,constrained_high_gravity,1.0,800,0.125
04bb0108-fdde-4c42-b61e-aa7d7bc9d155,openai/gpt-5.4,baseline,2.0,800,0.25
05048e67-4070-40e1-b3ed-e61da0636f57,deepseek/deepseek-v3.2,constrained_no_light,6.666666666666667,800,0.8333333333333334
0520e4f1-f8e8-4f35-a486-e9ae78159084,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,6.333333333333333,760,0.8333333333333334
0533afad-cbc2-4e32-a266-2953b375139b,meta-llama/llama-3.1-8b-instruct,baseline,4.333333333333333,756,0.5731922398589064
05adf399-3d4e-4036-b2a6-7326d5f7e7f2,mistralai/mistral-large-2411,departure_primed,7.666666666666667,800,0.9583333333333335
060a088b-d451-4cdb-af20-6d713c1b0c67,qwen/qwen3-8b,detailed_description,2.6666666666666665,2000,0.13333333333333333
064ba1ea-b59b-40a1-ba42-8958b7192de1,meta-llama/llama-4-maverick,constrained_high_gravity,3.0,800,0.375
067cefc8-16a1-44b0-9fe3-c1d18afaaa3f,openai/gpt-5.4,baseline,2.6666666666666665,800,0.3333333333333333
06ef15b4-2852-447c-95db-46104e6adbfc,meta-llama/llama-4-maverick,baseline,3.0,768,0.390625
070b2d9f-1941-4f7f-acbb-7e1c1263209c,meta-llama/llama-3.1-8b-instruct,departure_primed,7.333333333333333,794,0.9235936188077245
072d6017-f583-43f0-b91a-4034f5a9f28b,mistralai/ministral-14b-2512,constrained_no_light,5.0,800,0.625
072dc63a-a6cb-429b-b4ed-704c09186912,meta-llama/llama-4-maverick,baseline,4.0,733,0.5457025920873124
073cec8f-0681-4349-9ac6-a7c141f96a80,qwen/qwen3-8b,baseline,2.3333333333333335,1551,0.1504405759724909
073e4d50-f0c6-4a8b-8247-a85239badb9a,qwen/qwen3-235b-a22b,constrained_high_gravity,1.6666666666666667,2437,0.06839009711393791
079e8fc6-24af-4391-88f9-e067f7bd19f2,mistralai/mistral-large-2411,constrained_no_light,1.0,695,0.14388489208633093
080f7fcf-980e-4f43-854a-9c7f3aa436a5,meta-llama/llama-3.1-8b-instruct,baseline,5.666666666666667,800,0.7083333333333334
082b06c1-fb9f-4f63-ae17-2ff395af412d,qwen/qwen3-235b-a22b,constrained_ammonia,4.0,2790,0.14336917562724014
082b4d50-d7e9-4293-909b-8b19bc0e5fee,qwen/qwen3-8b,constrained_no_light,7.333333333333333,2335,0.31406138472519624
085626e7-b5b0-4dc0-ba4b-3eb9fdb03e17,qwen/qwen3-8b,constrained_no_light,5.666666666666667,1795,0.31569173630454966
08848852-08b8-430a-b592-feb0ab9ff0fe,meta-llama/llama-3.1-8b-instruct,constrained_no_light,4.0,697,0.5738880918220948
0892da9e-8911-4faf-9523-a39494b891d2,deepseek/deepseek-v3.2,constrained_high_gravity,0.0,800,0.0
08a9e874-b4db-489f-a98f-76f10cb0afa5,mistralai/mistral-large-2411,departure_primed,9.0,800,1.125
08afcb4b-ab11-4ec9-91b7-97847f437859,qwen/qwen3-8b,detailed_description,1.3333333333333333,2768,0.04816955684007707
08d15aac-bd77-498e-b2f3-2773a0fcb2b8,openai/gpt-5.4,constrained_no_light,2.3333333333333335,800,0.2916666666666667
091e305e-37df-40d1-8dd5-902f6945bba5,meta-llama/llama-4-maverick,baseline,4.0,659,0.6069802731411229
0923586d-a46a-4122-aa1c-102fe5146510,openai/gpt-5.4,baseline,3.3333333333333335,800,0.4166666666666667
094a4c33-ffa0-4eba-b3c8-9e455d4b4f75,mistralai/ministral-14b-2512,baseline,4.333333333333333,800,0.5416666666666666
09979b3f-dc44-47c8-aa1a-900f65283112,meta-llama/llama-3.1-8b-instruct,departure_primed,7.666666666666667,800,0.9583333333333335
0998a044-ab34-43fb-a53c-71d8f70d55f8,google/gemini-3.1-pro-preview,baseline,2.3333333333333335,1999,0.11672502918125731
09d92d47-2587-4a37-909a-68b082463a20,qwen/qwen3-8b,constrained_high_gravity,0.3333333333333333,2715,0.012277470841006752
0a0e0892-6ff7-4bc2-89df-700af1245646,qwen/qwen3-235b-a22b,constrained_ammonia,5.0,1824,0.2741228070175438
0a30cab9-80f2-48d3-a7a7-430a27df31a1,mistralai/ministral-14b-2512,constrained_no_light,4.666666666666667,800,0.5833333333333334
0a3c110e-ef4b-49b8-88df-868101c44c97,openai/gpt-5.4,constrained_no_light,2.0,694,0.2881844380403458
0a4b4050-b93e-4344-a2ea-f513ee619fb3,meta-llama/llama-4-maverick,constrained_no_light,3.0,800,0.375
0a4e4c83-b888-4524-9dd7-6bceef3f6b63,qwen/qwen3-235b-a22b,constrained_high_gravity,0.6666666666666666,2033,0.03279226102639777
0a5d975c-0090-409e-bdbb-3858d745e26f,openai/gpt-5.4,constrained_ammonia,4.0,800,0.5
0aa68912-bee3-47e0-8f82-e29427456c76,meta-llama/llama-4-maverick,constrained_no_light,4.333333333333333,703,0.6164058795637742
0ae2feae-71c9-49f2-9560-1715a6aeca40,deepseek/deepseek-v3.2,constrained_no_light,3.0,800,0.375
0b030849-c321-4dc6-b7d1-5e88fcedef4a,meta-llama/llama-4-maverick,departure_primed,10.0,689,1.4513788098693758
0b1a1ead-4585-485f-9db1-62b1b2edc29c,mistralai/mistral-large-2411,departure_primed,10.0,678,1.4749262536873156
0b24b3a0-d81a-4b16-b120-880412aa6168,mistralai/ministral-14b-2512,detailed_description,2.3333333333333335,800,0.2916666666666667
0b7f6692-2a31-492a-8da6-4069be7cf4ea,mistralai/ministral-14b-2512,constrained_high_gravity,1.6666666666666667,800,0.20833333333333334
0b9b4120-7d73-4785-ac93-5f45740e4093,meta-llama/llama-4-maverick,constrained_high_gravity,0.6666666666666666,800,0.08333333333333333
0bd2d4a5-a523-4ea4-ba2a-c0b866deff91,meta-llama/llama-4-maverick,constrained_no_light,4.333333333333333,739,0.5863779882724401
0c01ae5b-ce2d-4945-8bf6-a39a88f617cd,meta-llama/llama-4-maverick,constrained_high_gravity,2.0,800,0.25
0c0642f9-eac2-4c59-b0ea-15e1f01386ee,openai/gpt-5.4,constrained_high_gravity,0.3333333333333333,800,0.041666666666666664
0c56c678-d1e2-468a-b73d-dc40688b25f8,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,0.3333333333333333,800,0.041666666666666664
0c57a087-80b2-4d5c-a3e6-f2f45c8ab5e3,google/gemini-3.1-pro-preview,constrained_ammonia,4.666666666666667,2420,0.1928374655647383
0c83e173-af21-44b9-991c-b38d01f15c81,qwen/qwen3-8b,constrained_high_gravity,0.6666666666666666,2209,0.03017956843217142
0c8d95fb-dd60-4e10-adbf-f9a8ef7af3ee,qwen/qwen3-8b,detailed_description,3.0,2426,0.12366034624896949
0c92b46d-c5ba-43c0-bd7e-1923c28808ca,google/gemini-3.1-pro-preview,constrained_ammonia,6.0,2544,0.2358490566037736
0ca6025d-fa77-44ff-bec2-ff39292c642a,meta-llama/llama-4-maverick,baseline,2.6666666666666665,697,0.3825920612147298
0d0c737d-a690-4c8b-9606-230e055e57a1,qwen/qwen3-235b-a22b,detailed_description,3.0,1916,0.15657620041753653
0d11f5cb-bdf8-41ca-ad50-5c892b55a176,meta-llama/llama-4-maverick,constrained_no_light,7.0,732,0.9562841530054645
0d51c2f1-9121-442b-9b27-3b44a1c52a47,qwen/qwen3-235b-a22b,detailed_description,2.3333333333333335,3553,0.06567220189511211
0d8bf8e6-47c7-4485-a831-f4e3bb96fca5,qwen/qwen3-235b-a22b,constrained_high_gravity,2.6666666666666665,1800,0.14814814814814814
0da1b090-d844-4a09-85c5-d1c23eb716c7,mistralai/ministral-14b-2512,departure_primed,9.0,800,1.125
0db298b0-7a98-4ba8-b171-5cf23b1a0e39,google/gemini-3.1-pro-preview,constrained_ammonia,5.333333333333333,2638,0.20217336365933786
0de382b7-d646-45e3-8728-556db4d9c768,google/gemini-3.1-pro-preview,constrained_ammonia,4.666666666666667,2442,0.1911001911001911
0de7f785-8c21-481a-ac00-1a0936b53c7c,anthropic/claude-opus-4.7,detailed_description,8.666666666666666,800,1.0833333333333333
0dfb5d7f-ebe9-402c-aeb2-c6cc3cc4a6a7,openai/gpt-5.4,constrained_high_gravity,1.0,800,0.125
0e44d2f2-424e-4d65-a56c-aa0ea801194a,meta-llama/llama-3.1-8b-instruct,departure_primed,9.333333333333334,719,1.2980992118683357
0e465b77-27b1-43c8-acaa-12edfbb8cc23,deepseek/deepseek-v3.2,constrained_ammonia,5.666666666666667,800,0.7083333333333334
0e49d26b-5e50-4e9d-b09d-00c032d5c17f,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,6.0,790,0.7594936708860759
0e507bb5-d046-4264-875c-de56a91ce892,mistralai/ministral-14b-2512,detailed_description,6.666666666666667,800,0.8333333333333334
0e564b03-9ed5-49fe-a8dc-5eeb4f45ce10,qwen/qwen3-235b-a22b,constrained_high_gravity,0.6666666666666666,2059,0.03237817710862879
0e589931-a494-4cf9-9800-2e87070dd701,mistralai/ministral-14b-2512,constrained_ammonia,4.333333333333333,800,0.5416666666666666
0e70b174-b525-4cca-8922-463c595ef7ba,google/gemini-3.1-pro-preview,constrained_ammonia,4.666666666666667,2489,0.18749162983795367
0e754781-c46b-487c-82ac-6d3786362bc8,qwen/qwen3-235b-a22b,constrained_high_gravity,2.0,1691,0.11827321111768185
0ea9f587-209d-4ae2-b9da-7a6ca4666dd4,google/gemini-3.1-pro-preview,detailed_description,3.3333333333333335,2463,0.13533631073216945
0ee30dbb-818f-46db-bdd8-18e4dc7b0811,mistralai/ministral-14b-2512,departure_primed,8.666666666666666,800,1.0833333333333333
0f005e65-137a-4d92-9b7b-0491fcad5751,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,1.0,800,0.125
0f615dea-2cb5-4a3d-894c-e587b8efc7e2,mistralai/ministral-14b-2512,detailed_description,5.0,800,0.625
0f6b888a-17cf-4dc8-8e59-188ccdb49a31,anthropic/claude-opus-4.7,constrained_high_gravity,3.0,800,0.375
0f856783-788a-4af6-8b30-10ba4efe93f3,meta-llama/llama-4-maverick,constrained_high_gravity,1.0,800,0.125
0fed1d04-d903-472e-a71e-b9002660b6e7,meta-llama/llama-3.1-8b-instruct,constrained_no_light,1.6666666666666667,800,0.20833333333333334
102216ab-62d5-4dfb-b544-742e097e5acb,qwen/qwen3-235b-a22b,detailed_description,7.333333333333333,1470,0.4988662131519274
108f8de9-8b8a-46eb-a869-c17695febf01,anthropic/claude-opus-4.7,constrained_no_light,3.3333333333333335,800,0.4166666666666667
10cd043d-c1a7-4b16-845e-de96eb38fbed,openai/gpt-5.4,detailed_description,2.3333333333333335,800,0.2916666666666667
10e6afa4-6e88-4b20-9776-a23a33e6fe51,anthropic/claude-opus-4.7,constrained_high_gravity,1.3333333333333333,800,0.16666666666666666
1101580f-8b9c-4854-a714-b25b3653aabb,google/gemini-3.1-pro-preview,detailed_description,4.0,2575,0.15533980582524273
11020ead-6eb0-4e0b-8091-d7ecc5689158,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,0.3333333333333333,800,0.041666666666666664
110dddde-e0a6-4edb-b0d0-910940d7bd2f,mistralai/ministral-14b-2512,constrained_high_gravity,0.3333333333333333,800,0.041666666666666664
111fbbb1-8633-40a7-86a9-d3d57ce1e6da,deepseek/deepseek-v3.2,constrained_high_gravity,4.0,800,0.5
112ebdd9-1536-4bd6-a3d9-e3c428d18023,meta-llama/llama-4-maverick,baseline,4.666666666666667,698,0.6685768863419294
11351d11-2b0a-4c81-becc-7fc96cd3c090,mistralai/ministral-14b-2512,constrained_high_gravity,0.0,800,0.0
115487fe-7cf6-4abf-8717-4dafdefe510e,meta-llama/llama-3.1-8b-instruct,departure_primed,8.333333333333334,756,1.1022927689594357
119e608b-6beb-48ac-879a-42cc9959d393,meta-llama/llama-3.1-8b-instruct,detailed_description,4.666666666666667,800,0.5833333333333334
11b833e6-038b-47f4-a883-2254e1e2e156,mistralai/ministral-14b-2512,detailed_description,8.0,800,1.0
11ba4910-8f7b-409e-b165-6c02d30d09ec,anthropic/claude-opus-4.7,baseline,6.333333333333333,800,0.7916666666666665
11e4f1e8-f32a-4209-8436-4e431a95f049,qwen/qwen3-8b,constrained_ammonia,7.0,2170,0.3225806451612903
11f192de-5b05-4716-9809-36d09bfcdbdb,openai/gpt-5.4,detailed_description,1.6666666666666667,800,0.20833333333333334
11f530b0-bd99-4599-ad02-81685ca56e45,mistralai/ministral-14b-2512,constrained_no_light,8.333333333333334,800,1.0416666666666667
12017226-d225-4c76-b8e9-748af1c2996e,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,3.3333333333333335,764,0.4363001745200698
1211da8c-51f3-4dcb-ab19-fd0ec97e84d9,qwen/qwen3-235b-a22b,constrained_no_light,2.3333333333333335,1477,0.15797788309636654
124db0c0-b101-4764-b578-5f781e3e4619,mistralai/mistral-large-2411,baseline,0.6666666666666666,800,0.08333333333333333
126e7f1e-e6b7-4a54-8185-f55a2d49704e,openai/gpt-5.4,constrained_no_light,3.6666666666666665,800,0.4583333333333333
12e4c62e-f9da-4415-8432-f5b4c9434c18,meta-llama/llama-3.1-8b-instruct,constrained_no_light,3.6666666666666665,789,0.4647232784114913
12fcbddb-912b-451f-8e9b-b68dec52c779,google/gemini-3.1-pro-preview,detailed_description,3.0,2579,0.11632415664986429
130136b3-079e-4b79-a516-81437d765cef,openai/gpt-5.4,departure_primed,8.0,800,1.0
130538c6-77ef-4c41-b41d-ba15f59eef2a,mistralai/mistral-large-2411,detailed_description,0.0,800,0.0
1320eaed-50c8-46af-9cb1-5974b0c09b87,openai/gpt-5.4,departure_primed,9.666666666666666,800,1.2083333333333333
1363af05-644a-462c-8b17-da162e1a5037,openai/gpt-5.4,constrained_no_light,2.0,723,0.2766251728907331
136b7564-639c-4d5d-b738-4811c0920c49,deepseek/deepseek-v3.2,departure_primed,9.333333333333334,742,1.257861635220126
13764c1b-8115-4d90-8227-46c1fdbc5014,qwen/qwen3-8b,constrained_no_light,6.0,2143,0.2799813345776948
13aae5c8-0cba-46e6-8ce9-893621f1ec26,openai/gpt-5.4,constrained_no_light,2.0,800,0.25
13b3ca70-99d7-4597-84c5-3297034af470,mistralai/mistral-large-2411,departure_primed,8.333333333333334,800,1.0416666666666667
13cfeefc-977b-4a26-89a7-a9fa63ce0e31,anthropic/claude-opus-4.7,constrained_no_light,4.666666666666667,800,0.5833333333333334
13d0b340-7ead-466e-a019-75f23721a8bd,google/gemini-3.1-pro-preview,constrained_ammonia,5.333333333333333,2505,0.21290751829673984
1408bfca-6899-4dff-bc1a-19c8bbbd1e82,mistralai/mistral-large-2411,baseline,1.6666666666666667,800,0.20833333333333334
1431d14f-7b58-44ed-ae6e-3f2e9baf87b3,meta-llama/llama-4-maverick,detailed_description,6.666666666666667,800,0.8333333333333334
14370727-f9ea-4fed-9a9f-70702369dd91,mistralai/mistral-large-2411,constrained_high_gravity,2.0,800,0.25
1493237d-7f44-4ab2-bd4b-cb86d91d63f9,anthropic/claude-opus-4.7,constrained_no_light,5.0,800,0.625
14960158-bc42-4945-a038-52c6d31b982a,openai/gpt-5.4,departure_primed,9.333333333333334,800,1.1666666666666667
14a1247a-090c-49ee-ae20-f18c5951ae97,mistralai/ministral-14b-2512,constrained_ammonia,6.333333333333333,800,0.7916666666666665
14b8405c-a204-4248-8128-122739c10e87,meta-llama/llama-4-maverick,constrained_no_light,5.333333333333333,772,0.690846286701209
14c23daf-c126-4f53-a357-227f7a8b2af8,qwen/qwen3-8b,departure_primed,9.666666666666666,2480,0.3897849462365591
14d47552-e4d8-4932-b52d-65f7064d396d,openai/gpt-5.4,constrained_no_light,2.0,571,0.3502626970227671
14d58586-17e9-42ea-844c-43cf7a3a0d14,qwen/qwen3-235b-a22b,departure_primed,10.0,1249,0.8006405124099278
14d5d2d9-ac6a-4e25-838c-d867225447b2,deepseek/deepseek-v3.2,departure_primed,9.0,800,1.125
14e54698-3a86-466f-a56f-dc3f8863bf7a,anthropic/claude-opus-4.7,detailed_description,6.333333333333333,800,0.7916666666666665
14f85da1-f813-4092-9869-fe5518334580,meta-llama/llama-3.1-8b-instruct,detailed_description,0.0,800,0.0
150c6970-7c66-441c-bd6d-07b5ea4b5cd3,anthropic/claude-opus-4.7,constrained_no_light,1.0,800,0.125
150f04ce-1fcc-43fc-891f-b7af3a596c80,anthropic/claude-opus-4.7,departure_primed,9.333333333333334,800,1.1666666666666667
151572ee-d07c-4706-bd63-69d1f4fd1c6d,anthropic/claude-opus-4.7,constrained_high_gravity,0.3333333333333333,247,0.1349527665317139
15202d81-b54b-42c9-a0a2-c36c12e70e82,google/gemini-3.1-pro-preview,constrained_high_gravity,5.0,2393,0.20894274968658588
153dd1c3-e55b-41c3-9b87-d0be229e291f,meta-llama/llama-3.1-8b-instruct,baseline,7.0,800,0.8750000000000001
15508ccb-9636-4c74-b5c3-bf797c13e999,mistralai/mistral-large-2411,departure_primed,9.0,800,1.125
15706f77-7ccb-40ff-afa2-a014250d15ea,qwen/qwen3-235b-a22b,constrained_high_gravity,2.0,2372,0.08431703204047217
15781ff8-3089-4076-9060-99d83c8ce772,google/gemini-3.1-pro-preview,baseline,4.0,2083,0.19203072491598655
157a70ea-0519-427f-8119-0af003679f80,google/gemini-3.1-pro-preview,constrained_ammonia,4.0,2282,0.175284837861525
158ea5ca-7f1f-4fa2-8801-3165d7adf31d,meta-llama/llama-3.1-8b-instruct,constrained_no_light,7.0,759,0.922266139657444
15914956-33b5-4e97-b835-1ebaedf64ec1,qwen/qwen3-235b-a22b,baseline,2.0,2551,0.07840062720501764
1595a62f-573d-42e9-8241-43d5de6a3fd5,openai/gpt-5.4,constrained_high_gravity,0.3333333333333333,800,0.041666666666666664
15d7a5b3-5c63-4c7e-98a3-70ef324561ec,anthropic/claude-opus-4.7,constrained_high_gravity,0.6666666666666666,800,0.08333333333333333
15e56df8-dd80-4762-8355-fe016b86c78c,qwen/qwen3-8b,constrained_high_gravity,1.6666666666666667,2106,0.07913896802785693
16183d70-e167-4e3c-b68e-c32c898af313,google/gemini-3.1-pro-preview,baseline,2.0,2307,0.08669267446900737
165c9d8a-42bd-4c30-8981-de7063886a27,meta-llama/llama-4-maverick,detailed_description,3.0,800,0.375
16619699-98c0-4805-8ffa-3fcb85849ba1,qwen/qwen3-235b-a22b,constrained_high_gravity,5.333333333333333,1889,0.2823363331568731
1662935b-508b-4342-a4aa-fbc16d5e6a2e,openai/gpt-5.4,departure_primed,7.0,800,0.8750000000000001
169652e8-9192-4568-94af-9570a2e03484,mistralai/mistral-large-2411,constrained_ammonia,3.3333333333333335,800,0.4166666666666667
16aa6fff-d219-4dd9-8124-5d55d5bd5ef2,openai/gpt-5.4,detailed_description,5.666666666666667,800,0.7083333333333334
16dbe213-2af6-4a0a-965f-e846d93d55de,deepseek/deepseek-v3.2,constrained_high_gravity,4.0,800,0.5
177cd499-f0a2-45fc-9335-1d5f92f7e059,qwen/qwen3-8b,constrained_no_light,6.0,2328,0.25773195876288657
177f0080-8cc1-4881-800d-e33be7e9102b,qwen/qwen3-235b-a22b,constrained_ammonia,3.0,3294,0.09107468123861566
1783eaf6-9d11-4860-9d0f-4d8d42d10cb0,meta-llama/llama-4-maverick,constrained_high_gravity,1.6666666666666667,800,0.20833333333333334
17dc79aa-fa69-4d4c-aca6-04ab34661013,openai/gpt-5.4,baseline,2.3333333333333335,800,0.2916666666666667
18443663-e98c-49a3-9ff4-d0a7669a04bf,mistralai/mistral-large-2411,constrained_high_gravity,0.0,800,0.0
18967654-609b-4847-840d-13142e69b002,meta-llama/llama-4-maverick,departure_primed,9.0,638,1.4106583072100314
189c1f64-8562-4dff-ac92-47aac59203f7,qwen/qwen3-235b-a22b,constrained_ammonia,6.0,1564,0.3836317135549872
18ac08c5-db5a-4aab-bf4b-9a16f4048005,meta-llama/llama-4-maverick,baseline,1.6666666666666667,800,0.20833333333333334
1935879b-9872-47a6-a936-a1b784f5e043,meta-llama/llama-3.1-8b-instruct,constrained_high_gravity,0.0,800,0.0
19550565-2fab-4117-b292-12bd9cdc74b9,meta-llama/llama-3.1-8b-instruct,detailed_description,0.6666666666666666,800,0.08333333333333333
1969ec9d-bbc8-4c6e-a482-4b3a47a9866f,anthropic/claude-opus-4.7,constrained_ammonia,4.0,800,0.5
1983cef5-71e5-453b-8b04-ae7dd311ba87,mistralai/ministral-14b-2512,constrained_ammonia,5.666666666666667,800,0.7083333333333334
1984ed58-7077-4904-98e0-abf3215a4e88,meta-llama/llama-3.1-8b-instruct,departure_primed,6.333333333333333,621,1.0198604401502953
1999b448-2957-435d-bf65-8363db8a812f,meta-llama/llama-3.1-8b-instruct,constrained_ammonia,6.333333333333333,800,0.7916666666666665
19d43aed-cd5f-4969-96af-b47370e6cb6b,google/gemini-3.1-pro-preview,detailed_description,5.0,2816,0.17755681818181818
19da799a-2d67-49a1-a4fd-8e11135325c7,qwen/qwen3-8b,detailed_description,4.666666666666667,2005,0.2327514546965919
19e84435-01e2-4c2c-8fe8-87cfabd1507f,openai/gpt-5.4,departure_primed,8.0,800,1.0
19f2955f-a76a-47ac-937a-a8282fc382ae,qwen/qwen3-235b-a22b,constrained_high_gravity,3.3333333333333335,1661,0.2006823198876179
19ff7f3c-5dc2-48b9-81ad-8198c3674c16,deepseek/deepseek-v3.2,constrained_high_gravity,2.3333333333333335,800,0.2916666666666667
1a08f421-1214-4f52-8e2a-a594402bdb55,openai/gpt-5.4,baseline,4.0,782,0.5115089514066496
1a203343-31b5-42a8-a300-d5689d8cba10,qwen/qwen3-8b,constrained_high_gravity,0.6666666666666666,2016,0.03306878306878307
1a3e2b03-cd11-46d9-8982-8301238f0db9,mistralai/ministral-14b-2512,baseline,6.333333333333333,800,0.7916666666666665
1a58a4f0-65eb-487b-ac85-ea0b990ac6be,qwen/qwen3-235b-a22b,constrained_no_light,4.0,2409,0.16604400166044
1a655c44-02e3-46b6-b8aa-7283ba461ce6,anthropic/claude-opus-4.7,constrained_no_light,5.333333333333333,800,0.6666666666666666
1a6fc423-d324-418b-afc6-031e02402961,openai/gpt-5.4,departure_primed,8.0,800,1.0
1a7cb96e-b7c1-4c0a-91e4-d0f5596984ca,mistralai/mistral-large-2411,constrained_high_gravity,1.3333333333333333,800,0.16666666666666666
1a9e1e53-5675-4537-9ab1-2944410f03ff,qwen/qwen3-8b,constrained_ammonia,4.666666666666667,2009,0.23228803716608595
1a9f397c-6ea6-4261-8dca-b824cd38a455,qwen/qwen3-8b,baseline,7.333333333333333,1482,0.4948268106162843
1ac6e63b-e54e-4505-95ae-95beaaf506f9,google/gemini-3.1-pro-preview,constrained_high_gravity,3.0,2540,0.11811023622047244
1aead89b-7cf9-4b72-9a8b-d301214e24d9,mistralai/mistral-large-2411,constrained_ammonia,2.6666666666666665,685,0.389294403892944
1b20e5c5-dca9-4647-8cb5-b9e21bbbc4f7,anthropic/claude-opus-4.7,constrained_high_gravity,0.6666666666666666,800,0.08333333333333333
1b3795d4-1941-42a6-8f74-a585da11852a,meta-llama/llama-3.1-8b-instruct,detailed_description,0.6666666666666666,740,0.09009009009009009
1b42d659-224e-46cb-89a7-d57bec7c504b,mistralai/ministral-14b-2512,departure_primed,8.333333333333334,800,1.0416666666666667
1b4e683f-c18b-47c5-938a-6022a526bdcf,anthropic/claude-opus-4.7,constrained_no_light,3.0,693,0.4329004329004329
1b540edc-bf68-42b0-b8a7-576d2c5e697d,meta-llama/llama-4-maverick,baseline,3.6666666666666665,703,0.521574205784732
1b7f47f3-b8dc-47fd-9095-e3c4773f84c1,qwen/qwen3-235b-a22b,baseline,4.0,1379,0.290065264684554
1bb37ae7-575e-4d8a-970b-b442d749cfe1,deepseek/deepseek-v3.2,detailed_description,6.666666666666667,736,0.9057971014492754
1bbfd148-4890-48e3-92ce-73c6f9eb84a3,meta-llama/llama-4-maverick,constrained_ammonia,7.0,719,0.9735744089012517
1bc134d0-57c1-4020-9909-8d1910337f09,openai/gpt-5.4,detailed_description,3.3333333333333335,800,0.4166666666666667
1bd75f3b-feca-4d28-acfd-56e8ce2b75cd,mistralai/ministral-14b-2512,constrained_high_gravity,3.3333333333333335,800,0.4166666666666667
1bda39db-c64b-4227-889b-33124170813a,qwen/qwen3-8b,constrained_ammonia,5.0,2522,0.19825535289452814
1c4275ea-448f-4433-abf4-4bd2b2630cd3,meta-llama/llama-4-maverick,baseline,2.3333333333333335,765,0.3050108932461874
1c89e489-a989-4d14-81d5-f4c2b868e15f,google/gemini-3.1-pro-preview,detailed_description,5.333333333333333,2487,0.21444846535316978
